Time[s],TMc_SBW(-)19.04.11_Ver1.00_Backup::SCU11::SCU_POS_TAR,TMc_SBW(-)19.04.11_Ver1.00_Backup::SCU11::SCU_POS_ACT,TMc_SBW(-)19.04.11_Ver1.00_Backup::SCU_MCP::SCU_S2_PWM
2.260000,7,7,54.300000
2.270000,7,7,54.300000
2.280000,7,7,54.300000
2.290000,7,7,54.300000
2.300000,7,7,54.300000
2.310000,7,7,54.300000
2.320000,7,7,54.300000
2.330000,7,7,54.300000
2.340000,7,7,54.300000
2.350000,7,7,54.300000
2.360000,7,7,54.300000
2.370000,7,7,54.300000
2.380000,7,7,54.300000
2.390000,7,7,54.300000
2.400000,7,7,54.300000
2.410000,7,7,54.300000
2.420000,7,7,54.300000
2.430000,7,7,54.300000
2.440000,7,7,54.300000
2.450000,7,7,54.300000
2.460000,7,7,54.300000
2.470000,7,7,54.300000
2.480000,7,7,54.300000
2.490000,7,7,54.300000
2.500000,7,7,54.300000
2.510000,7,7,54.300000
2.520000,7,7,54.300000
2.530000,7,7,54.300000
2.540000,7,7,54.300000
2.550000,7,7,54.300000
2.560000,7,7,54.300000
2.570000,7,7,54.300000
2.580000,7,7,54.300000
2.590000,7,7,54.300000
2.600000,7,7,54.300000
2.610000,7,7,54.300000
2.620000,7,7,54.300000
2.630000,7,7,54.300000
2.640000,7,7,54.300000
2.650000,7,7,54.300000
2.660000,7,7,54.300000
2.670000,7,7,54.300000
2.680000,7,7,54.300000
2.690000,7,7,54.300000
2.700000,7,7,54.300000
2.710000,7,7,54.300000
2.720000,7,7,54.300000
2.730000,7,7,54.300000
2.740000,7,7,54.300000
2.750000,7,7,54.300000
2.760000,7,7,54.300000
2.770000,7,7,54.300000
2.780000,7,7,54.300000
2.790000,7,7,54.300000
2.800000,7,7,54.300000
2.810000,7,7,54.300000
2.820000,7,7,54.300000
2.830000,7,7,54.300000
2.840000,7,7,54.300000
2.850000,7,7,54.300000
2.860000,7,7,54.300000
2.870000,7,7,54.300000
2.880000,7,7,54.300000
2.890000,7,7,54.300000
2.900000,7,7,54.300000
2.910000,7,7,54.300000
2.920000,7,7,54.300000
2.930000,7,7,54.300000
2.940000,7,7,54.300000
2.950000,7,7,54.300000
2.960000,7,7,54.300000
2.970000,7,7,54.300000
2.980000,7,7,54.300000
2.990000,7,7,54.300000
3.000000,7,7,54.300000
3.010000,7,7,54.300000
3.020000,7,7,54.300000
3.030000,7,7,54.300000
3.040000,7,7,54.300000
3.050000,7,7,54.300000
3.060000,7,7,54.300000
3.070000,7,7,54.300000
3.080000,7,7,54.300000
3.090000,7,7,54.300000
3.100000,7,7,54.300000
3.110000,7,7,54.300000
3.120000,7,7,54.300000
3.130000,7,7,54.300000
3.140000,7,7,54.300000
3.150000,7,7,54.300000
3.160000,7,7,54.300000
3.170000,7,7,54.300000
3.180000,7,7,54.300000
3.190000,7,7,54.300000
3.200000,7,7,54.300000
3.210000,7,7,54.300000
3.220000,7,7,54.300000
3.230000,7,7,54.300000
3.240000,7,7,54.300000
3.250000,7,7,54.300000
3.260000,7,7,54.300000
3.270000,7,7,54.300000
3.280000,7,7,54.300000
3.290000,7,7,54.300000
3.300000,7,7,54.300000
3.310000,7,7,54.300000
3.320000,7,7,54.300000
3.330000,7,7,54.300000
3.340000,7,7,54.300000
3.350000,7,7,54.300000
3.360000,7,7,54.300000
3.370000,7,7,54.300000
3.380000,7,7,54.300000
3.390000,7,7,54.300000
3.400000,7,7,54.300000
3.410000,7,7,54.300000
3.420000,7,7,54.300000
3.430000,7,7,54.300000
3.440000,7,7,54.300000
3.450000,7,7,54.300000
3.460000,7,7,54.300000
3.470000,7,7,54.300000
3.480000,7,7,54.300000
3.490000,7,7,54.300000
3.500000,7,7,54.300000
3.510000,7,7,54.300000
3.520000,7,7,54.300000
3.530000,7,7,54.300000
3.540000,7,7,54.300000
3.550000,7,7,54.300000
3.560000,7,7,54.300000
3.570000,7,7,54.300000
